sales_id,retailer,retailer_id,invoice_date,region,state,city,Gender,Product_Type,total_sales,operating_profit,sales_method
94,Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Women's,Street Footwear,"$7,500","$2,625",In-store
95,Walmart,1185732,5/3/2020,Northeast,New York,New York,Men's,Street Footwear,"$19,344","$1,238",Online
96,West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Women's,Athletic Footwear,"$7,500","$3,000",In-store
97,Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's,Athletic Footwear,"$16,320",$441,Outlet
98,Foot Locker,1185732,2/7/2021,Southeast,Georgia,Atlanta,Men's,Street Footwear,"$11,856",$700,Online
99,West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's,Athletic Footwear,"$7,500","$3,000",In-store
100,West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's,Street Footwear,"$8,160",$416,Outlet
101,Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Women's,Street Footwear,"$5,625","$2,250",Online
102,Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's,Street Footwear,"$16,320",$604,Outlet
103,Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$12,480",$449,Outlet
104,Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's,Street Footwear,"$18,224",$729,Outlet
105,Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's,Street Footwear,"$19,593","$1,156",Online
106,West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's,Street Footwear,"$12,512",$576,Outlet
107,West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's,Athletic Footwear,"$5,625","$1,969",Online
108,West Gear,1128299,11/3/2020,South,Texas,Houston,Women's,Street Footwear,"$8,943",$376,Outlet
109,West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's,Street Footwear,"$5,625","$2,250",Online
110,Foot Locker,1185732,3/16/2020,Northeast,New York,New York,Men's,Street Footwear,"$15,375",$800,Outlet
111,Walmart,1197831,8/26/2020,South,Texas,Houston,Women's,Street Footwear,"$10,846",$445,Outlet
112,West Gear,1128299,12/25/2020,West,California,San Francisco,Men's,Street Footwear,"$10,840",$412,Outlet
113,Walmart,1197831,9/1/2020,South,Texas,Houston,Women's,Street Footwear,"$10,846",$445,Outlet
114,West Gear,1128299,2/14/2021,West,California,San Francisco,Women's,Athletic Footwear,"$10,840",$325,Outlet
115,Foot Locker,1185732,1/31/2020,Northeast,New York,New York,Men's,Street Footwear,"$12,276",$663,Outlet
116,Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's,Apparel,"$8,401",$496,Outlet
117,Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's,Athletic Footwear,"$11,924",$608,Outlet
118,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's,Athletic Footwear,"$10,840",$466,Outlet
119,Foot Locker,1185732,2/6/2020,Northeast,New York,New York,Men's,Street Footwear,"$16,104",$837,Outlet
120,Walmart,1185732,4/19/2020,Northeast,New York,New York,Men's,Street Footwear,"$20,160","$1,250",Online
121,Foot Locker,1185732,3/17/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$13,283",$452,Outlet
122,Walmart,1185732,4/18/2020,Northeast,New York,New York,Women's,Apparel,"$17,040",$511,Outlet
123,Foot Locker,1185732,1/25/2020,Northeast,New York,New York,Men's,Street Footwear,"$16,284","$1,026",Online
124,Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's,Apparel,"$16,544",$447,Outlet
125,Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Women's,Street Footwear,"$8,750","$3,063",In-store
126,Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Women's,Athletic Footwear,"$8,750","$3,500",In-store
127,Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Men's,Athletic Footwear,"$8,750","$3,063",In-store
128,Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Men's,Athletic Footwear,"$8,750","$3,063",In-store
129,West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's,Street Footwear,"$8,750","$3,063",In-store
130,West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Women's,Street Footwear,"$3,500","$1,225",In-store
131,Amazon,1185732,4/10/2021,Midwest,Ohio,Columbus,Women's,Athletic Footwear,"$8,750","$3,500",Online
132,Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Women's,Athletic Footwear,"$8,750","$3,500",Online
133,Sports Direct,1197831,2/21/2021,South,Mississippi,Jackson,Men's,Athletic Footwear,"$8,750","$3,063",Online
134,Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Women's,Street Footwear,"$3,500","$1,400",Online
135,Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Women's,Apparel,"$8,750","$3,500",Online
136,Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's,Street Footwear,"$5,250","$2,100",Online
137,West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Women's,Apparel,"$7,000","$2,800",Online
138,Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's,Street Footwear,"$10,569",$444,Outlet
139,West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's,Athletic Footwear,"$7,000","$2,450",Online
140,Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's,Athletic Footwear,"$8,750","$3,063",Online
141,Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$14,580",$598,Online
142,Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's,Street Footwear,"$5,250","$1,838",Online
143,Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's,Apparel,"$14,580",$656,Online
144,Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$13,500",$594,Online
145,Walmart,1185732,5/4/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$13,330",$467,Outlet
146,Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's,Street Footwear,"$11,880",$653,Online
147,Foot Locker,1185732,3/17/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$16,324",$669,Online
148,Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's,Street Footwear,"$15,120",$907,Online
149,Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Men's,Street Footwear,"$18,788",$996,Online
150,Foot Locker,1185732,1/5/2020,Northeast,New York,New York,Men's,Apparel,"$13,158",$487,Outlet
151,West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's,Street Footwear,"$23,220","$1,231",Online
152,Foot Locker,1185732,1/23/2020,Northeast,New York,New York,Men's,Apparel,"$13,158",$461,Outlet
153,Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's,Athletic Footwear,"$15,660",$767,Online
154,Walmart,1185732,4/22/2020,Northeast,New York,New York,Women's,Athletic Footwear,"$10,404",$406,Outlet
155,Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's,Athletic Footwear,"$9,450",$350,Outlet
156,Walmart,1185732,5/6/2020,Northeast,New York,New York,Women's,Athletic Footwear,"$12,546",$502,Outlet
157,Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's,Athletic Footwear,"$11,070",$410,Outlet
158,Sports Direct,1197831,7/31/2020,South,Texas,Houston,Men's,Street Footwear,"$6,120",$257,Outlet
159,Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's,Street Footwear,"$5,400",$211,Outlet
160,Sports Direct,1197831,8/6/2020,South,Texas,Houston,Men's,Street Footwear,"$7,038",$260,Outlet
161,Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$7,020",$260,Outlet
162,Sports Direct,1197831,8/7/2020,South,Texas,Houston,Men's,Athletic Footwear,"$8,874",$364,Outlet
163,Walmart,1197831,9/4/2020,South,Texas,Houston,Women's,Apparel,"$10,530",$569,Outlet
164,Walmart,1197831,10/21/2020,South,Texas,Houston,Men's,Athletic Footwear,"$9,486",$379,Outlet
165,Walmart,1197831,10/20/2020,South,Texas,Houston,Men's,Street Footwear,"$9,180",$349,Outlet
166,Walmart,1197831,10/31/2020,South,Texas,Houston,Women's,Apparel,"$12,546",$690,Outlet
167,West Gear,1128299,12/31/2020,West,California,San Francisco,Men's,Street Footwear,"$11,880",$523,Outlet
168,West Gear,1128299,1/11/2021,West,California,San Francisco,Women's,Apparel,"$18,360",$477,Outlet
169,Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's,Street Footwear,"$12,596",$592,Online
170,West Gear,1128299,2/6/2021,West,California,San Francisco,Men's,Athletic Footwear,"$14,076",$282,Outlet
171,Walmart,1197831,8/12/2020,South,Texas,Houston,Men's,Street Footwear,"$7,772",$373,Online
172,Walmart,1197831,8/30/2020,South,Texas,Houston,Men's,Street Footwear,"$9,916",$486,Online
173,Kohl's,1189833,5/1/2021,West,California,Los Angeles,Men's,Street Footwear,"$11,016",$496,Outlet
174,West Gear,1128299,1/25/2021,West,California,San Francisco,Men's,Athletic Footwear,"$15,008",$420,Online
175,Sports Direct,1197831,4/14/2021,South,Tennessee,Knoxville,Women's,Apparel,"$11,322",$668,Outlet
176,Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's,Apparel,"$8,750","$3,063",Online
177,Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's,Street Footwear,"$10,988",$659,Online
178,West Gear,1185732,2/17/2021,Northeast,West Virginia,Charleston,Women's,Apparel,"$8,750","$3,500",In-store
179,West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's,Street Footwear,"$18,972",$816,Outlet
180,Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's,Street Footwear,"$13,668",$820,Online
181,West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's,Street Footwear,"$13,050",$783,Online
182,Foot Locker,1185732,3/9/2020,Northeast,New York,New York,Women's,Apparel,"$19,520",$761,Online
183,Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$14,151",$594,Online
184,Foot Locker,1185732,1/3/2020,Northeast,New York,New York,Women's,Street Footwear,"$11,200",$414,Outlet
185,Walmart,1197831,8/30/2020,South,Texas,Houston,Men's,Street Footwear,"$8,235",$305,Outlet
186,Foot Locker,1185732,1/24/2020,Northeast,New York,New York,Women's,Apparel,"$12,600",$365,Outlet
187,Walmart,1197831,8/31/2020,South,Texas,Houston,Men's,Athletic Footwear,"$10,065",$382,Outlet
188,Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's,Street Footwear,"$8,745",$507,Online
189,Foot Locker,1197831,8/8/2021,West,Idaho,Boise,Women's,Street Footwear,"$11,895",$511,Outlet
190,Walmart,1197831,8/20/2020,South,Texas,Houston,Women's,Street Footwear,"$7,128",$285,Outlet
191,Walmart,1197831,9/5/2020,South,Texas,Houston,Men's,Street Footwear,"$8,712",$366,Outlet
192,West Gear,1185732,9/17/2020,Southeast,Florida,Miami,Men's,Street Footwear,"$18,240","$1,040",Online
193,West Gear,1128299,11/1/2020,South,Texas,Houston,Men's,Street Footwear,"$7,920",$309,Outlet
194,Walmart,1197831,8/29/2020,South,Texas,Houston,Women's,Apparel,"$10,872",$565,Outlet
195,West Gear,1128299,1/14/2021,West,California,San Francisco,Women's,Street Footwear,"$12,144",$486,Outlet
196,Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$12,220",$513,Online
197,West Gear,1128299,1/18/2021,West,California,San Francisco,Men's,Street Footwear,"$13,590",$544,Outlet
198,Sports Direct,1197831,4/1/2021,South,Tennessee,Knoxville,Men's,Apparel,"$9,000","$3,150",Outlet
199,Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's,Apparel,"$11,960",$443,Online
200,West Gear,1128299,1/17/2021,West,California,San Francisco,Women's,Apparel,"$14,784",$281,Outlet
201,Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$12,432",$535,Online
202,Sports Direct,1197831,9/28/2021,South,Alabama,Birmingham,Men's,Apparel,"$9,000","$4,050",Outlet
203,Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Women's,Street Footwear,"$9,000","$3,150",In-store
204,Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$12,950",$518,Online
205,Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$15,050",$497,Outlet
206,West Gear,1128299,1/29/2021,West,California,San Francisco,Women's,Apparel,"$13,464",$202,Outlet
207,Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's,Street Footwear,"$4,500","$1,575",In-store
208,Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's,Apparel,"$15,750",$473,Outlet
209,West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Women's,Athletic Footwear,"$6,000","$2,400",In-store
210,Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's,Street Footwear,"$6,336",$279,Outlet
211,Walmart,1197831,8/23/2020,South,Texas,Houston,Women's,Apparel,"$13,300",$758,Outlet
212,Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's,Apparel,"$12,672",$279,Outlet
213,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's,Street Footwear,"$9,074",$426,Outlet
214,Walmart,1197831,8/13/2020,South,Texas,Houston,Men's,Athletic Footwear,"$9,842",$453,Online
215,Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's,Athletic Footwear,"$10,824",$336,Outlet
216,Foot Locker,1185732,3/9/2020,Northeast,New York,New York,Women's,Apparel,"$15,962",$511,Outlet
217,Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's,Athletic Footwear,"$10,296",$278,Outlet
218,West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's,Street Footwear,"$6,900","$2,415",In-store
219,West Gear,1128299,1/6/2021,West,California,San Francisco,Men's,Street Footwear,"$13,981",$601,Outlet
220,Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's,Athletic Footwear,"$11,352",$341,Outlet
221,Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's,Athletic Footwear,"$13,940",$474,Outlet
222,Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's,Athletic Footwear,"$11,088",$333,Outlet
223,Walmart,1185732,7/18/2020,Northeast,New York,New York,Women's,Apparel,"$16,320",$490,Outlet
224,Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's,Apparel,"$8,976",$467,Outlet
225,Walmart,1197831,8/31/2020,South,Texas,Houston,Men's,Athletic Footwear,"$10,619",$478,Online
226,West Gear,1128299,1/12/2021,West,California,San Francisco,Men's,Street Footwear,"$13,858",$527,Outlet
227,Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's,Athletic Footwear,"$8,976",$377,Outlet
228,West Gear,1128299,1/19/2021,West,California,San Francisco,Men's,Athletic Footwear,"$17,094",$513,Online
229,Foot Locker,1185732,1/1/2020,Northeast,New York,New York,Men's,Street Footwear,"$15,792",$963,Online
230,Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's,Athletic Footwear,"$7,920",$396,Outlet
231,Foot Locker,1185732,2/5/2020,Northeast,New York,New York,Women's,Apparel,"$12,987",$351,Outlet
232,West Gear,1185732,9/10/2020,Southeast,Florida,Miami,Women's,Apparel,"$16,317","$1,061",Online
233,Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's,Street Footwear,"$13,416",$644,Online
234,Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's,Athletic Footwear,"$9,768",$479,Outlet
235,Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's,Street Footwear,"$13,986",$559,Outlet
236,Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's,Athletic Footwear,"$9,768",$537,Outlet
237,Walmart,1197831,10/26/2020,South,Texas,Houston,Men's,Street Footwear,"$10,656",$426,Outlet
238,West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's,Street Footwear,"$9,240",$425,Outlet
239,Walmart,1197831,10/27/2020,South,Texas,Houston,Men's,Athletic Footwear,"$11,322",$476,Outlet
240,Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's,Apparel,"$13,464",$794,Outlet
241,West Gear,1128299,2/12/2021,West,California,San Francisco,Men's,Athletic Footwear,"$15,272",$321,Outlet
242,Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's,Street Footwear,"$6,336",$203,Outlet
243,Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's,Street Footwear,"$11,620",$546,Outlet
244,Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's,Apparel,"$17,358",$642,Online
